user_key,created,gender
57410,'2017-03-01 21:07:41.518',M
57434,'2017-03-01 21:09:52.867',
57458,'2017-03-01 21:10:35.064',M
57482,'2017-03-01 22:04:17.129',M
57505,'2017-03-01 22:35:11.421',F
57528,'2017-03-01 23:00:22.206',F
57552,'2017-03-01 23:51:29.829',M
57576,'2017-03-02 00:15:25.929',F
57598,'2017-03-02 00:36:08.351',F
57621,'2017-03-02 00:48:33.812',B
57645,'2017-03-02 01:02:01.217',F
57666,'2017-03-02 01:23:57.688',M
57690,'2017-03-02 02:07:43.907',
10272876,'2020-10-02 15:13:20.479',
57714,'2017-03-02 09:42:19.252',F
57734,'2017-03-02 10:13:32.581',M
10272878,'2020-10-02 15:16:20.572',M
57757,'2017-03-02 10:26:13.072',M
57778,'2017-03-02 11:05:11.481',F
57799,'2017-03-02 12:09:34.606',B
57821,'2017-03-02 12:11:21.381',
57843,'2017-03-02 12:54:01.528',F
10272881,'2020-10-02 15:44:40.950',F
57865,'2017-03-02 12:56:08.608',F
57889,'2017-03-02 13:17:41.333',
10272882,'2020-10-02 15:52:14.882',F
57936,'2017-03-02 15:18:07.420',F
10272886,'2020-10-02 16:05:53.171',
57959,'2017-03-02 15:56:34.728',F
58007,'2017-03-02 16:39:00.646',F
58030,'2017-03-02 16:55:51.450',
58099,'2017-03-02 18:42:56.256',
58122,'2017-03-02 19:08:13.493',
58146,'2017-03-02 19:12:46.079',M
58170,'2017-03-02 19:19:07.162',F
58194,'2017-03-02 19:24:11.448',F
58239,'2017-03-02 20:43:57.736',M
58261,'2017-03-02 20:56:06.101',F
58285,'2017-03-02 22:09:22.691',
58308,'2017-03-02 22:30:06.612',M
58329,'2017-03-02 22:36:09.041',M
58351,'2017-03-02 22:41:38.181',
58372,'2017-03-02 22:49:14.743',M
58393,'2017-03-02 23:16:59.280',M
58416,'2017-03-02 23:19:36.600',B
58438,'2017-03-02 23:33:34.640',M
58458,'2017-03-03 00:17:51.869',
58479,'2017-03-03 00:37:30.829',M
58501,'2017-03-03 00:57:58.409',
10272890,'2020-10-02 16:15:50.855',
58521,'2017-03-03 00:58:53.765',F
58542,'2017-03-03 03:39:18.673',F
58565,'2017-03-03 09:00:37.966',M
58588,'2017-03-03 10:12:21.959',
58610,'2017-03-03 10:15:04.950',M
58631,'2017-03-03 10:33:41.544',M
58654,'2017-03-03 11:06:50.523',
58676,'2017-03-03 11:23:52.374',M
58699,'2017-03-03 11:54:32.096',F
58722,'2017-03-03 12:20:58.134',F
58745,'2017-03-03 12:47:33.811',B
58767,'2017-03-03 13:59:35.750',
58790,'2017-03-03 14:16:19.564',F
58835,'2017-03-03 15:38:43.171',F
58857,'2017-03-03 19:34:03.223',
58877,'2017-03-03 20:08:51.994',M
58898,'2017-03-03 20:16:21.738',F
58919,'2017-03-03 22:37:42.599',M
58939,'2017-03-03 22:49:35.972',
58961,'2017-03-04 00:04:16.798',M
10272894,'2020-10-02 16:33:16.749',
58984,'2017-03-04 00:19:50.001',
59007,'2017-03-04 00:44:29.720',F
59031,'2017-03-04 01:18:10.223',M
59054,'2017-03-04 04:18:51.214',M
59077,'2017-03-04 09:50:13.762',M
59100,'2017-03-04 11:05:38.625',F
59123,'2017-03-04 12:31:40.664',
59146,'2017-03-04 12:57:09.443',M
10272896,'2020-10-02 16:38:02.467',B
59168,'2017-03-04 13:13:23.201',F
59190,'2017-03-04 13:35:04.755',B
59212,'2017-03-04 14:06:29.989',F
59235,'2017-03-04 14:24:12.351',
59256,'2017-03-04 15:00:38.381',B
59279,'2017-03-04 15:04:21.312',F
59303,'2017-03-04 17:59:43.676',M
59325,'2017-03-04 18:35:59.731',F
59348,'2017-03-04 19:00:11.268',M
59369,'2017-03-04 20:21:46.243',M
59392,'2017-03-04 21:33:40.487',F
59415,'2017-03-05 01:32:16.881',
59439,'2017-03-05 08:47:15.275',M
59463,'2017-03-05 11:44:11.567',M
59487,'2017-03-05 13:49:02.763',
10272898,'2020-10-02 16:39:54.654',F
59535,'2017-03-05 16:22:49.618',F
59557,'2017-03-05 18:44:09.093',
59581,'2017-03-05 19:13:10.157',
59603,'2017-03-05 20:36:18.129',
59626,'2017-03-05 21:35:48.216',F
59648,'2017-03-05 22:05:10.390',M
59670,'2017-03-06 00:03:47.059',M
59693,'2017-03-06 00:08:34.176',
59717,'2017-03-06 01:54:59.428',F
10272899,'2020-10-02 16:46:40.087',M
59741,'2017-03-06 08:22:50.203',
59765,'2017-03-06 08:59:47.675',M
59789,'2017-03-06 10:10:53.022',
59812,'2017-03-06 10:47:46.547',F
59834,'2017-03-06 11:12:38.557',M
10272901,'2020-10-02 16:51:00.876',M
59856,'2017-03-06 11:19:17.871',B
59880,'2017-03-06 11:22:40.681',F
59904,'2017-03-06 11:26:06.979',M
59928,'2017-03-06 11:29:06.645',M
59952,'2017-03-06 11:29:51.673',M
59976,'2017-03-06 11:42:10.000',
59999,'2017-03-06 12:22:49.697',M
60021,'2017-03-06 12:37:30.299',M
60043,'2017-03-06 12:50:35.328',F
60065,'2017-03-06 12:52:56.744',M
60086,'2017-03-06 12:57:06.539',M
60108,'2017-03-06 13:02:38.254',B
60130,'2017-03-06 13:06:49.008',M
60152,'2017-03-06 14:18:44.058',F
60172,'2017-03-06 14:40:54.673',F
60194,'2017-03-06 15:42:11.901',M
60216,'2017-03-06 16:10:36.996',F
60238,'2017-03-06 17:27:30.031',M
60260,'2017-03-06 18:02:06.772',M
60282,'2017-03-06 18:03:16.597',
60302,'2017-03-06 18:11:46.225',M
60343,'2017-03-06 19:23:58.666',
60365,'2017-03-06 20:26:24.842',
10272902,'2020-10-02 16:56:12.214',
60387,'2017-03-06 20:26:30.607',M
60409,'2017-03-06 20:39:25.025',F
60431,'2017-03-06 21:18:28.623',M
60453,'2017-03-06 22:30:00.403',F
60475,'2017-03-06 22:34:59.114',M
60497,'2017-03-06 22:49:15.072',M
60519,'2017-03-06 23:53:41.625',
60541,'2017-03-06 23:55:55.875',M
60563,'2017-03-07 00:36:29.008',F
60585,'2017-03-07 00:38:03.666',M
60606,'2017-03-07 01:45:25.856',
60626,'2017-03-07 08:00:02.881',F
60648,'2017-03-07 09:19:25.606',F
60670,'2017-03-07 09:22:00.701',M
60692,'2017-03-07 09:25:21.131',F
60712,'2017-03-07 09:33:08.663',F
60733,'2017-03-07 11:30:06.386',M
60754,'2017-03-07 11:36:38.657',M
60776,'2017-03-07 11:43:10.017',M
60798,'2017-03-07 12:02:32.509',
60820,'2017-03-07 12:17:38.727',
60842,'2017-03-07 13:38:27.404',F
60863,'2017-03-07 13:51:54.964',M
60885,'2017-03-07 13:58:50.161',
60906,'2017-03-07 14:05:29.975',
60926,'2017-03-07 14:09:42.682',F
60947,'2017-03-07 14:12:41.873',F
60969,'2017-03-07 14:40:54.068',M
60991,'2017-03-07 14:48:22.395',F
61013,'2017-03-07 15:59:32.775',M
61035,'2017-03-07 17:04:45.640',M
61057,'2017-03-07 17:43:36.183',
61079,'2017-03-07 18:19:25.852',F
61101,'2017-03-07 20:05:23.304',M
61123,'2017-03-07 20:10:49.609',M
61144,'2017-03-07 20:30:37.879',F
61165,'2017-03-07 20:55:15.246',M
61187,'2017-03-07 21:35:13.256',
61209,'2017-03-07 22:04:31.941',
61231,'2017-03-07 22:24:06.986',
61252,'2017-03-07 22:46:53.549',F
61274,'2017-03-07 23:32:31.936',F
61295,'2017-03-07 23:43:46.950',F
61315,'2017-03-07 23:58:29.719',M
10272905,'2020-10-02 17:14:34.324',
61334,'2017-03-08 00:58:25.537',F
61356,'2017-03-08 01:31:14.672',M
61378,'2017-03-08 09:21:04.438',
61400,'2017-03-08 09:27:28.775',
61423,'2017-03-08 10:04:24.546',M
61446,'2017-03-08 10:43:07.543',M
61468,'2017-03-08 10:50:48.506',F
61490,'2017-03-08 11:06:18.653',
10272907,'2020-10-02 17:23:21.986',F
61512,'2017-03-08 11:10:55.603',M
61534,'2017-03-08 12:15:43.309',F
61557,'2017-03-08 12:38:29.714',F
61579,'2017-03-08 14:00:48.273',
61602,'2017-03-08 14:14:29.410',F
61625,'2017-03-08 14:27:10.299',F
61648,'2017-03-08 14:31:09.076',
61670,'2017-03-08 14:45:42.921',M
61692,'2017-03-08 15:41:30.964',M
61714,'2017-03-08 15:49:10.709',M
61737,'2017-03-08 16:33:40.615',M
61757,'2017-03-08 17:03:22.619',F
61779,'2017-03-08 17:10:29.796',F
61801,'2017-03-08 19:30:53.894',B
61824,'2017-03-08 20:11:52.724',M
61847,'2017-03-08 21:02:56.961',M
61870,'2017-03-08 21:07:18.610',M
61892,'2017-03-08 21:24:57.403',
61915,'2017-03-08 21:47:00.198',F
61935,'2017-03-08 22:07:00.201',F
61957,'2017-03-08 22:13:54.846',M
61980,'2017-03-08 22:38:50.709',M
62002,'2017-03-08 23:01:45.593',M
62025,'2017-03-08 23:18:38.063',M
62048,'2017-03-08 23:27:44.225',F
62071,'2017-03-08 23:37:38.570',B
62093,'2017-03-08 23:43:34.711',
62116,'2017-03-08 23:55:59.540',
62138,'2017-03-09 01:20:05.762',F
62160,'2017-03-09 01:51:29.596',F
62206,'2017-03-09 09:15:53.151',F
62229,'2017-03-09 09:22:27.128',
62251,'2017-03-09 11:34:30.061',F
62272,'2017-03-09 11:46:46.352',M
62295,'2017-03-09 12:12:11.072',M
62318,'2017-03-09 12:21:06.707',M
62340,'2017-03-09 12:23:09.218',F
62362,'2017-03-09 12:38:47.259',B
62384,'2017-03-09 13:05:14.244',M
62407,'2017-03-09 13:50:16.027',M
62430,'2017-03-09 13:50:19.826',M
62472,'2017-03-09 13:53:20.730',M
62494,'2017-03-09 14:03:13.672',B
62516,'2017-03-09 14:07:39.168',F
62539,'2017-03-09 14:18:44.620',F
62562,'2017-03-09 17:22:54.169',
62585,'2017-03-09 17:23:47.127',M
10272909,'2020-10-02 17:25:13.017',B
62630,'2017-03-09 17:36:57.135',F
62652,'2017-03-09 18:28:50.997',B
62673,'2017-03-09 18:39:49.010',M
62694,'2017-03-09 19:14:27.020',
62713,'2017-03-09 19:33:28.471',
62733,'2017-03-09 22:01:24.606',
10272911,'2020-10-02 17:29:54.856',M
62753,'2017-03-09 22:43:48.129',M
10272912,'2020-10-02 17:30:24.270',F
62775,'2017-03-09 23:40:05.364',M
62797,'2017-03-09 23:42:43.850',
10272913,'2020-10-02 17:31:57.597',M
62839,'2017-03-10 00:29:44.071',M
62859,'2017-03-10 00:54:57.231',B
62876,'2017-03-10 01:12:05.362',F
62934,'2017-03-10 08:46:48.860',M
62915,'2017-03-10 07:10:31.286',F
62955,'2017-03-10 09:33:54.036',F
62976,'2017-03-10 09:57:52.803',M
62997,'2017-03-10 10:21:24.370',F
63018,'2017-03-10 10:22:09.416',M
63039,'2017-03-10 10:30:16.178',B
63060,'2017-03-10 10:51:26.665',M
63080,'2017-03-10 11:08:06.274',M
63101,'2017-03-10 12:11:46.396',
63123,'2017-03-10 12:52:22.763',
63144,'2017-03-10 12:54:20.215',F
63166,'2017-03-10 13:05:15.928',M
63185,'2017-03-10 13:21:24.216',F
63206,'2017-03-10 13:29:09.141',
63227,'2017-03-10 13:32:46.979',F
63249,'2017-03-10 13:40:07.649',F
63269,'2017-03-10 14:03:16.820',
63291,'2017-03-10 16:39:42.979',
63313,'2017-03-10 16:56:16.999',M
63336,'2017-03-10 18:25:19.181',M
63358,'2017-03-10 18:27:33.786',F
63380,'2017-03-10 18:34:22.706',F
63402,'2017-03-10 19:46:33.068',M
63424,'2017-03-10 20:08:55.111',M
10272917,'2020-10-02 17:44:30.269',
63446,'2017-03-10 20:15:24.226',M
63468,'2017-03-10 21:30:28.368',M
63490,'2017-03-10 22:10:07.802',M
63513,'2017-03-10 22:25:55.135',F
63536,'2017-03-10 23:00:50.370',
10272920,'2020-10-02 17:58:59.494',F
63580,'2017-03-11 00:43:57.733',B
63602,'2017-03-11 03:53:49.472',M
63622,'2017-03-11 05:32:33.538',F
63642,'2017-03-11 09:00:55.109',
63664,'2017-03-11 09:27:43.517',F
63685,'2017-03-11 10:06:49.182',
63708,'2017-03-11 11:18:16.976',
63730,'2017-03-11 12:08:24.930',M
63753,'2017-03-11 12:36:04.475',M
63776,'2017-03-11 13:52:51.855',M
63819,'2017-03-11 16:07:42.325',M
10272921,'2020-10-02 18:00:39.007',M
63842,'2017-03-11 16:15:26.690',M
63864,'2017-03-11 16:18:23.439',M
63886,'2017-03-11 16:40:45.026',M
63908,'2017-03-11 17:05:45.432',
10272924,'2020-10-02 18:06:39.512',F
63930,'2017-03-11 19:47:13.344',B
63953,'2017-03-11 20:58:54.423',
63976,'2017-03-11 21:01:33.343',M
63999,'2017-03-11 22:37:21.499',F
64022,'2017-03-11 22:51:08.603',M
64043,'2017-03-11 22:54:34.753',F
64066,'2017-03-12 00:49:18.497',F
64087,'2017-03-12 01:38:43.344',F
10272929,'2020-10-02 18:25:16.033',M
64109,'2017-03-12 11:25:49.513',M
64130,'2017-03-12 12:29:51.480',M
64152,'2017-03-12 13:36:02.181',M
64175,'2017-03-12 15:45:37.789',M
64198,'2017-03-12 15:48:48.314',
10272933,'2020-10-02 18:52:09.353',M
64221,'2017-03-12 16:34:18.518',F
64242,'2017-03-12 17:48:58.139',M
10272934,'2020-10-02 18:52:25.701',M
64265,'2017-03-12 18:14:08.749',
64285,'2017-03-12 18:44:12.669',
64308,'2017-03-13 00:15:01.873',
64331,'2017-03-13 02:05:51.075',
64354,'2017-03-13 02:47:16.143',
10272935,'2020-10-02 19:09:54.015',B
64375,'2017-03-13 04:35:22.039',M
64397,'2017-03-13 09:15:23.942',F
64417,'2017-03-13 09:32:11.827',M
10272937,'2020-10-02 19:14:33.269',M
64439,'2017-03-13 10:56:03.340',
64461,'2017-03-13 10:58:02.622',
64506,'2017-03-13 11:08:59.652',F
64529,'2017-03-13 11:43:31.572',M
64551,'2017-03-13 11:49:39.859',M
64574,'2017-03-13 11:52:00.614',B
64596,'2017-03-13 12:33:57.251',F
64618,'2017-03-13 13:16:52.061',M
64639,'2017-03-13 13:45:46.356',M
64660,'2017-03-13 14:02:54.870',
64682,'2017-03-13 14:39:52.510',F
64705,'2017-03-13 14:57:26.007',
64726,'2017-03-13 15:10:22.718',
10272942,'2020-10-02 19:26:32.561',F
64749,'2017-03-13 15:14:07.873',M
64771,'2017-03-13 15:30:36.946',F
64793,'2017-03-13 15:32:26.207',F
10272943,'2020-10-02 19:27:03.398',M
64815,'2017-03-13 16:11:46.145',
64836,'2017-03-13 16:27:13.259',M
64858,'2017-03-13 16:27:35.271',M
64880,'2017-03-13 16:32:05.149',M
10272944,'2020-10-02 19:31:30.202',M
64903,'2017-03-13 16:34:02.992',
64924,'2017-03-13 16:34:47.144',M
64946,'2017-03-13 16:34:54.595',M
64967,'2017-03-13 16:41:42.183',M
64990,'2017-03-13 16:58:56.577',B
65011,'2017-03-13 17:10:54.041',
65032,'2017-03-13 17:35:42.156',
65055,'2017-03-13 17:40:03.436',B
65078,'2017-03-13 17:46:45.956',M
65100,'2017-03-13 17:56:50.435',F
65123,'2017-03-13 17:59:11.516',F
65146,'2017-03-13 17:59:21.878',
65167,'2017-03-13 18:27:13.225',M
65189,'2017-03-13 18:29:31.570',M
65211,'2017-03-13 18:40:17.919',M
65233,'2017-03-13 19:25:11.587',F
65255,'2017-03-13 19:30:07.058',B
65277,'2017-03-13 19:49:34.425',F
65299,'2017-03-13 19:58:42.097',M
65320,'2017-03-13 19:59:13.959',F
65341,'2017-03-13 20:02:49.610',
65360,'2017-03-13 20:26:13.927',F
65381,'2017-03-13 20:29:57.755',M
65400,'2017-03-13 20:41:31.465',M
65418,'2017-03-13 20:42:07.467',M
10272945,'2020-10-02 19:38:44.384',M
65438,'2017-03-13 20:42:37.824',F
65458,'2017-03-13 21:18:37.204',F
65478,'2017-03-13 21:28:19.574',F
65499,'2017-03-13 21:41:44.400',
65518,'2017-03-13 22:03:24.602',
65537,'2017-03-13 22:14:26.417',
65557,'2017-03-13 22:20:36.858',
65574,'2017-03-13 22:23:04.144',M
65594,'2017-03-13 22:28:52.244',M
65614,'2017-03-13 22:54:25.100',B
65634,'2017-03-13 23:01:34.967',M
65655,'2017-03-13 23:22:57.912',
65676,'2017-03-13 23:47:28.432',M
65698,'2017-03-14 00:04:20.377',M
65719,'2017-03-14 00:13:09.785',F
65740,'2017-03-14 00:30:04.390',
65762,'2017-03-14 00:43:31.867',F
65783,'2017-03-14 02:17:16.953',F
65805,'2017-03-14 03:59:18.232',
65825,'2017-03-14 07:37:50.702',F
65848,'2017-03-14 08:45:05.190',
65870,'2017-03-14 10:00:54.644',F
65892,'2017-03-14 10:04:09.281',B
65914,'2017-03-14 10:41:51.116',F
65937,'2017-03-14 11:12:24.559',F
65960,'2017-03-14 11:23:56.865',M
65983,'2017-03-14 11:58:15.790',F
66006,'2017-03-14 12:01:11.959',
66029,'2017-03-14 12:08:41.480',
66051,'2017-03-14 12:28:43.359',M
66072,'2017-03-14 13:06:38.428',F
66117,'2017-03-14 13:38:00.124',M
66139,'2017-03-14 13:40:30.354',
66160,'2017-03-14 13:43:59.268',M
66182,'2017-03-14 14:40:19.093',
66205,'2017-03-14 14:50:39.810',
66227,'2017-03-14 15:01:07.442',F
66249,'2017-03-14 15:16:11.370',F
66271,'2017-03-14 15:53:27.062',F
66294,'2017-03-14 16:38:49.937',M
66313,'2017-03-14 16:45:18.759',M
66334,'2017-03-14 16:53:25.648',M
66354,'2017-03-14 17:39:15.882',M
66375,'2017-03-14 17:39:16.642',M
66396,'2017-03-14 17:46:22.860',B
66418,'2017-03-14 17:53:48.503',M
66440,'2017-03-14 18:03:26.105',F
66462,'2017-03-14 18:12:33.603',
66484,'2017-03-14 19:38:09.394',
188771,'2017-08-15 15:04:23.240',
66507,'2017-03-14 19:52:54.506',M
66529,'2017-03-14 20:16:12.984',
66550,'2017-03-14 20:53:54.206',M
66571,'2017-03-14 22:14:20.706',F
66593,'2017-03-14 22:25:07.269',F
66616,'2017-03-14 22:46:10.960',F
66639,'2017-03-15 08:46:49.131',
66661,'2017-03-15 09:49:56.257',M
66684,'2017-03-15 10:07:26.993',
66707,'2017-03-15 10:08:24.345',M
66729,'2017-03-15 10:33:09.624',
66750,'2017-03-15 10:49:59.952',M
66772,'2017-03-15 12:19:01.371',F
66794,'2017-03-15 13:08:11.175',
10272954,'2020-10-02 20:28:58.803',B
66817,'2017-03-15 13:08:21.328',M
66839,'2017-03-15 13:45:17.732',
66860,'2017-03-15 13:53:47.717',M
66904,'2017-03-15 14:07:06.208',F
66925,'2017-03-15 14:32:06.154',M
66947,'2017-03-15 17:20:06.651',F
66969,'2017-03-15 17:22:04.623',M
66990,'2017-03-15 17:37:40.159',F
67010,'2017-03-15 18:19:41.613',M
67029,'2017-03-15 18:25:57.772',
10272958,'2020-10-02 20:55:13.857',F
67049,'2017-03-15 18:26:50.560',
67071,'2017-03-15 18:46:51.538',M
67092,'2017-03-15 19:28:21.173',F
67113,'2017-03-15 19:29:43.868',F
67134,'2017-03-15 19:32:10.110',M
67156,'2017-03-15 19:47:18.983',F
67177,'2017-03-15 20:09:23.770',
67198,'2017-03-15 20:15:46.319',
67220,'2017-03-15 21:07:25.382',F
67240,'2017-03-15 21:09:52.552',B
67262,'2017-03-15 21:29:17.077',B
67303,'2017-03-15 22:18:50.721',M
67324,'2017-03-15 23:00:46.519',B
67346,'2017-03-15 23:05:23.672',
67388,'2017-03-15 23:57:51.176',M
67641,'2017-03-16 12:24:51.604',M
67409,'2017-03-16 00:33:39.970',F
10272966,'2020-10-02 21:33:08.846',
67431,'2017-03-16 02:54:34.055',F
67452,'2017-03-16 08:34:41.958',
10272968,'2020-10-02 21:53:46.475',F
67473,'2017-03-16 08:54:05.139',B
67494,'2017-03-16 09:42:29.835',F
10272971,'2020-10-02 22:05:19.370',B
67514,'2017-03-16 09:48:13.198',
67535,'2017-03-16 09:54:24.941',
67556,'2017-03-16 10:34:56.878',F
67576,'2017-03-16 11:47:31.946',M
67597,'2017-03-16 12:15:24.340',
67620,'2017-03-16 12:23:43.610',
67662,'2017-03-16 12:33:53.782',M
67682,'2017-03-16 13:27:44.886',M
67703,'2017-03-16 13:29:13.431',M
67726,'2017-03-16 13:39:47.469',F
10272974,'2020-10-02 22:32:45.074',
67747,'2017-03-16 13:41:10.089',M
67769,'2017-03-16 14:06:47.041',F
67791,'2017-03-16 14:17:20.029',
67811,'2017-03-16 14:34:07.284',M
10272977,'2020-10-02 22:58:45.849',M
67831,'2017-03-16 15:00:51.400',
67877,'2017-03-16 16:41:11.770',
67899,'2017-03-16 17:08:39.518',
67921,'2017-03-16 17:29:56.254',F
67964,'2017-03-16 18:11:31.793',F
68009,'2017-03-16 19:21:14.555',
68032,'2017-03-16 20:36:40.808',B
68055,'2017-03-16 22:23:59.782',F
68078,'2017-03-16 22:53:10.569',F
68100,'2017-03-16 23:02:40.025',F
68121,'2017-03-16 23:11:05.934',B
68144,'2017-03-16 23:14:37.782',M
10272979,'2020-10-02 23:03:56.767',F
10272980,'2020-10-02 23:11:40.108',
68167,'2017-03-16 23:35:55.621',F
68190,'2017-03-17 00:50:38.372',F
68213,'2017-03-17 01:44:36.221',F
10272981,'2020-10-02 23:14:31.871',F
68236,'2017-03-17 01:48:35.253',M
68259,'2017-03-17 01:50:23.748',M
68281,'2017-03-17 01:55:12.039',F
68304,'2017-03-17 11:33:16.022',
68327,'2017-03-17 11:40:46.338',
68349,'2017-03-17 12:19:20.002',F
68395,'2017-03-17 12:37:14.668',B
68417,'2017-03-17 12:50:47.323',M
68438,'2017-03-17 14:00:25.046',M
68461,'2017-03-17 15:33:01.854',
10272988,'2020-10-02 23:40:46.166',M
68484,'2017-03-17 16:13:44.682',M
68506,'2017-03-17 19:04:21.294',
68529,'2017-03-17 19:18:12.200',
68552,'2017-03-17 19:32:10.451',
10272991,'2020-10-02 23:57:15.243',F
68575,'2017-03-17 20:33:01.102',F
68597,'2017-03-17 20:33:16.717',F
68620,'2017-03-18 02:17:57.324',F
68643,'2017-03-18 03:36:49.342',M
68665,'2017-03-18 06:21:01.157',
68687,'2017-03-18 10:23:02.527',M
68710,'2017-03-18 10:51:15.833',F
68755,'2017-03-18 14:05:59.952',B
68776,'2017-03-18 15:05:46.480',M
68799,'2017-03-18 16:20:29.106',F
10272996,'2020-10-03 00:46:33.560',F
68820,'2017-03-18 16:39:23.453',F
68841,'2017-03-18 17:28:47.320',F
68862,'2017-03-18 17:36:00.920',
68885,'2017-03-18 18:13:52.776',M
68908,'2017-03-18 18:59:40.025',B
10272998,'2020-10-03 00:52:39.706',M
68931,'2017-03-18 21:17:42.476',
68977,'2017-03-18 22:09:03.979',
68954,'2017-03-18 21:44:54.222',M
68999,'2017-03-18 22:27:42.104',
69020,'2017-03-18 22:58:57.415',F
69040,'2017-03-18 23:08:07.465',M
69062,'2017-03-18 23:18:55.651',M
69084,'2017-03-18 23:23:06.899',F
69106,'2017-03-18 23:46:18.540',F
69129,'2017-03-19 01:10:46.312',F
10273001,'2020-10-03 01:00:22.463',M
10273002,'2020-10-03 01:02:20.552',F
69152,'2017-03-19 10:20:04.285',M
69175,'2017-03-19 10:34:23.719',F
69196,'2017-03-19 11:00:54.168',
69218,'2017-03-19 12:18:01.747',
10273004,'2020-10-03 01:10:50.317',M
69241,'2017-03-19 12:29:23.698',F
69263,'2017-03-19 14:49:04.708',M
69286,'2017-03-19 15:03:22.336',F
10273006,'2020-10-03 01:24:56.367',
69307,'2017-03-19 15:13:57.006',M
69330,'2017-03-19 15:31:39.596',
69351,'2017-03-19 16:15:09.252',M
69372,'2017-03-19 16:42:01.046',F
10273008,'2020-10-03 01:39:09.496',M
10273009,'2020-10-03 02:01:35.882',
69394,'2017-03-19 16:45:35.230',
69416,'2017-03-19 18:13:16.532',M
69437,'2017-03-19 19:21:21.699',M
69460,'2017-03-19 20:28:49.174',B
69481,'2017-03-19 21:20:43.224',
69504,'2017-03-19 21:29:16.240',F
69527,'2017-03-19 21:37:35.586',M
69550,'2017-03-19 21:37:51.398',F
69570,'2017-03-19 22:30:19.761',
69593,'2017-03-19 22:34:34.056',
69614,'2017-03-19 22:36:23.623',M
69637,'2017-03-19 22:40:12.464',
69659,'2017-03-19 23:03:03.452',F
69682,'2017-03-19 23:38:12.115',M
69705,'2017-03-19 23:47:38.294',M
69728,'2017-03-20 00:35:45.802',F
69751,'2017-03-20 02:13:38.733',M
69773,'2017-03-20 04:53:48.855',
69795,'2017-03-20 07:53:59.679',M
69818,'2017-03-20 08:48:55.454',M
69841,'2017-03-20 10:23:08.876',M
69864,'2017-03-20 10:58:56.525',
69908,'2017-03-20 12:26:38.314',M
69929,'2017-03-20 12:40:04.351',
69951,'2017-03-20 13:00:00.754',
69973,'2017-03-20 13:04:51.812',M
69995,'2017-03-20 13:39:12.312',F
70016,'2017-03-20 13:53:29.385',
70037,'2017-03-20 14:02:29.910',
70058,'2017-03-20 14:11:15.225',M
70078,'2017-03-20 14:31:46.057',M
70101,'2017-03-20 14:57:57.094',B
70123,'2017-03-20 16:32:47.632',M
70145,'2017-03-20 16:40:01.637',F
70168,'2017-03-20 16:51:29.140',F
70191,'2017-03-20 17:20:23.932',M
70214,'2017-03-20 18:03:30.812',M
70237,'2017-03-20 18:09:21.636',
70260,'2017-03-20 18:28:13.723',M
70282,'2017-03-20 18:29:56.131',
70327,'2017-03-20 19:03:13.021',M
70349,'2017-03-20 19:04:55.446',F
70372,'2017-03-20 19:10:03.133',
70394,'2017-03-20 19:32:52.142',F
70416,'2017-03-20 19:40:17.994',
70438,'2017-03-20 19:43:27.678',M
70461,'2017-03-20 20:34:19.499',M
70482,'2017-03-20 20:45:10.006',M
70505,'2017-03-20 21:24:03.266',M
70527,'2017-03-20 21:55:48.253',M
70548,'2017-03-20 22:18:43.396',F
70592,'2017-03-20 22:24:02.577',F
70615,'2017-03-20 22:28:35.856',
70661,'2017-03-20 22:52:22.492',F
70682,'2017-03-20 23:40:57.738',M
70728,'2017-03-21 09:13:43.485',F
70750,'2017-03-21 09:34:38.869',
70773,'2017-03-21 10:16:11.307',M
70796,'2017-03-21 10:19:12.058',F
70818,'2017-03-21 10:22:44.746',
70841,'2017-03-21 10:38:59.325',
70864,'2017-03-21 10:40:14.777',B
70887,'2017-03-21 11:37:39.867',F
70910,'2017-03-21 11:55:06.356',F
70955,'2017-03-21 12:55:46.201',M
70978,'2017-03-21 13:00:39.874',
71000,'2017-03-21 13:29:40.382',
71022,'2017-03-21 14:01:11.695',
71043,'2017-03-21 14:11:05.431',B
71065,'2017-03-21 14:11:13.716',
71086,'2017-03-21 14:22:44.269',F
71108,'2017-03-21 14:26:47.479',M
71129,'2017-03-21 14:31:29.115',M
71150,'2017-03-21 14:39:27.226',M
71171,'2017-03-21 14:44:15.121',
71193,'2017-03-21 15:01:40.933',M
71215,'2017-03-21 15:07:24.060',F
71236,'2017-03-21 15:12:55.382',M
71258,'2017-03-21 15:21:36.740',M
71277,'2017-03-21 15:48:40.839',M
71299,'2017-03-21 17:06:21.290',M
71320,'2017-03-21 17:08:54.850',
71342,'2017-03-21 17:20:24.669',M
71362,'2017-03-21 17:24:46.159',F
71384,'2017-03-21 17:27:16.379',M
71406,'2017-03-21 18:32:26.084',F
71450,'2017-03-21 19:26:54.862',M
71471,'2017-03-21 20:26:39.850',M
71493,'2017-03-21 20:27:56.729',F
71515,'2017-03-21 21:15:17.538',
71536,'2017-03-21 21:48:44.685',B
71557,'2017-03-21 21:57:41.046',
71579,'2017-03-21 22:01:23.132',M
71623,'2017-03-21 22:34:33.315',
71601,'2017-03-21 22:04:22.519',F
71645,'2017-03-21 22:38:01.626',
71667,'2017-03-21 22:59:19.627',
71688,'2017-03-21 23:09:20.279',
71711,'2017-03-21 23:40:19.634',F
